"Game:"
"heat pottage with stove","BOIL_SOUP_COOKER","FAIL","Found command: ""heat pottage with stove"" >> POUR >>> Found command: ""yes"" >> Intent not understood."
"stir soup","STIR_SOUP","PASS",""
"mix soup","STIR_SOUP","FAIL","Found command: ""mix soup"" >> Intent not understood. >> Did you mean, ""make soup""? (yes/no) >>>  >> MAKE_SOUP"
"blend soup","STIR_SOUP","FAIL","Found command: ""blend soup"" >> Intent not understood. >> Did you mean, ""make soup""? (yes/no) >>>  >> MAKE_SOUP"
"stir chowder","STIR_SOUP","FAIL","Found command: ""stir chowder"" >> STIR >>> Found command: ""yes"" >> Intent not understood."
"stir pottage","STIR_SOUP","FAIL","Found command: ""stir pottage"" >> STIR >>> Found command: ""yes"" >> Intent not understood."
"stir soup with spoon","STIR_SOUP_SPOON","PASS",""
"stir soup with cutlery","STIR_SOUP_SPOON","PASS",""
"stir soup with utensil","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with utensil"" >> You cannot stir with that. Ignoring... >> Intent not understood. >> Did you mean, ""stir soup with cooker""? (yes/no) >>>  >> STIR_SOUP"
"stir soup with tablespoon","STIR_SOUP_SPOON","PASS",""
"stir soup with teaspoon","STIR_SOUP_SPOON","PASS",""
"stir soup with soupspoon","STIR_SOUP_SPOON","PASS",""
"blend chowder using soupspoon","STIR_SOUP_SPOON","FAIL","Found command: ""blend chowder using soupspoon"" >> You cannot pour with that. Ignoring... >> Intent not understood. >> Did you mean, ""pour actions with spoon""? (yes/no) >>>  >> POUR"
"pour buttermilk","POUR_MILK","FAIL","Found command: ""pour buttermilk"" >> POUR >>> Found command: ""yes"" >> Intent not understood."
"discharge milk","POUR_MILK","FAIL","Found command: ""discharge milk"" >> Intent not understood. >> Did you mean, ""make milk""? (yes/no) >>>  >> MAKE_MILK"
"present eggs","SERVE_EGG","FAIL","Found command: ""present eggs"" >> POUR >>> Found command: ""yes"" >> Intent not understood."
"deliver soup","SERVE_SOUP","PASS",""
"Time per test","990.733 ms"
"Score:","50.00%"
""
""
"Final Results:"
"Time per test","1325.904 ms"
"Score:","63.86%"
