"Game:"
"stir chowder","STIR_SOUP","PASS",""
"stir pottage","STIR_SOUP","PASS",""
"stir soup with spoon","STIR_SOUP_SPOON","PASS",""
"stir soup with cutlery","STIR_SOUP_SPOON","PASS",""
"stir soup with utensil","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with utensil"" >> You cannot stir with that. Ignoring... >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with tablespoon","STIR_SOUP_SPOON","PASS",""
"stir soup with teaspoon","STIR_SOUP_SPOON","PASS",""
"stir soup with soupspoon","STIR_SOUP_SPOON","PASS",""
"blend chowder using soupspoon","STIR_SOUP_SPOON","FAIL","Found command: ""blend chowder using soupspoon"" >> MAKE_SOUP >>> Found command: ""yes"" >> Intent not understood."
"pour buttermilk","POUR_MILK","PASS",""
"discharge milk","POUR_MILK","FAIL","Found command: ""discharge milk"" >> BOIL_MILK >>> Found command: ""yes"" >> Intent not understood."
"present eggs","SERVE_EGG","FAIL","Found command: ""present eggs"" >> MAKE_MILK >>> Found command: ""yes"" >> Intent not understood."
"deliver soup","SERVE_SOUP","PASS",""
"Time per test","24.433 ms"
"Score:","63.33%"
""
""
"Final Results:"
"Time per test","26.084 ms"
"Score:","68.67%"
