"Game:"
"boil soup with stove","BOIL_SOUP_COOKER","FAIL","Found command: ""boil soup with stove"" >> BOIL_SOUP >>> Found command: ""yes"" >> Intent not understood."
"heat pottage with stove","BOIL_SOUP_COOKER","FAIL","Found command: ""heat pottage with stove"" >> Intent not understood. >> Did you mean, ""make""? (yes/no) >>>  >> ERROR"
"stir soup","STIR_SOUP","PASS",""
"mix soup","STIR_SOUP","FAIL","Found command: ""mix soup"" >> Intent not understood. >> Did you mean, ""make soup""? (yes/no) >>>  >> MAKE_SOUP"
"blend soup","STIR_SOUP","PASS",""
"stir chowder","STIR_SOUP","FAIL","Found command: ""stir chowder"" >> STIR >>> Found command: ""yes"" >> Intent not understood."
"stir pottage","STIR_SOUP","FAIL","Found command: ""stir pottage"" >> STIR >>> Found command: ""yes"" >> Intent not understood."
"stir soup with spoon","STIR_SOUP_SPOON","PASS",""
"stir soup with cutlery","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with cutlery"" >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with utensil","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with utensil"" >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with tablespoon","STIR_SOUP_SPOON","PASS",""
"stir soup with teaspoon","STIR_SOUP_SPOON","PASS",""
"stir soup with soupspoon","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with soupspoon"" >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"blend chowder using soupspoon","STIR_SOUP_SPOON","FAIL","Found command: ""blend chowder using soupspoon"" >> Intent not understood. >> Did you mean, ""stir""? (yes/no) >>>  >> STIR"
"pour buttermilk","POUR_MILK","FAIL","Found command: ""pour buttermilk"" >> POUR >>> Found command: ""yes"" >> Intent not understood."
"discharge milk","POUR_MILK","FAIL","Found command: ""discharge milk"" >> Intent not understood. >> Did you mean, ""make milk""? (yes/no) >>>  >> MAKE_MILK"
"present eggs","SERVE_EGG","FAIL","Found command: ""present eggs"" >> Intent not understood. >> Did you mean, ""make egg""? (yes/no) >>>  >> MAKE_EGG"
"deliver soup","SERVE_SOUP","PASS",""
"Time per test","24.333 ms"
"Score:","46.67%"
""
""
"Final Results:"
"Time per test","26.373 ms"
"Score:","57.83%"
